id,locality,postalCode,state,streetAddress,geoCoordinates,operatorId,operatorName
5Pg0Tq8vCKTcEuc6nAysjXjHqnuJ3xo20kZvO8dpFyM,Hamburg,22335,Hamburg,150 Weg beim Jäger,"[9.995103,53.618198]",DECPI,ChargePoint Germany GmbH
5RcEO48NV2EguuOMOef-lCcbdGxyHPdmwDWBE7AXSUI,Hamburg,21149,Hamburg,Heidrand 13,"[9.86296,53.46501]",DEQRM,Qwello
5UgZru28motv6Jc9p8B9ubgmLZhu0hwfk0P--JvydCo,Hamburg,21109,Hamburg,Leipeltstraße 33,"[10.006991,53.489104]",DEHHM,Hamburger Energiewerke
5WXfvUCHPioIedym_X-TRkzShqdYAu65Df4BYzkH3Us,Hamburg,20457,Hamburg,Osakaallee 5,"[9.997992,53.543508]",DEHHM,Hamburger Energiewerke
5XHzxzzjRWNmOpzAVx37DKkmGbuQU3XMufLV9ZJYqVU,Hamburg,20095,Hamburg,Mönckebergstr. 1,"[10.005717,53.550522]",DEUFC,E.ON Drive Infrastructures
5bGNLWQ38q43ftYEv9rnbv-JMAy-tqLNf-WoiqxqTuU,Hamburg,20259,Hamburg,Hohe Weide 10,"[9.964846,53.570307]",DEHHM,Hamburger Energiewerke
5ddRApfAQMR3M-wsctDJHhdD_zM7XUtIHsIIUnPKhhw,Hamburg,22297,Hamburg,New-York-Ring 1,"[10.018203,53.602168]",DEHHM,Hamburger Energiewerke
5eW17jQSFvOzF9eimJR7xBri_D9DLysGoKcHKhd06Zw,Hamburg,22117,Hamburg,Möllner Landstraße 148,"[10.127824,53.538891]",DEHHM,Hamburger Energiewerke
5j9OGRKnP9xCLiJi7e40YB9CcPoyRhXoEPZ8G7IR0i4,Hamburg,20251,Hamburg,Martinistraße 72,"[9.973455,53.5882]",DEAPC,E.ON Drive
5kIchLywXH8zfTjFJCDdB9pfXpcprNJTi3wEn4_hqco,Hamburg,22301,Hamburg,Sierichstraße 78,"[10.004736,53.584708]",DEHHM,Hamburger Energiewerke
5lKY3h14N0so_-F9vWnqNo8bKKfzYSPKRUoO6sqJn0E,Hamburg,20535,Hamburg,Horner Weg 48,"[10.061749,53.555829]",DEHHM,Hamburger Energiewerke
5mOkMZu5IFgciYBLutgWGflzIaiDPlCkPDggWLxpZtg,Hamburg,22459,Hamburg,Friedrich-Ebert-Straße 71,"[9.93761,53.62521]",DEEZE,eze.network GmbH
5o8mZY-XA9AIk2FPss8Rcz6t3BH2EuKP7msbTH5d1NM,Hamburg,22359,Hamburg,Eulenkrugstraße 59-61,"[10.169669,53.647776]",DEGCE,Volkswagen
5r1Y_NLyeMnAuAkvlHeZk-DjhSPNiPACyDFV9fBoSNo,Hamburg,21079,Hamburg,Großmoorring 11,"[10.00606,53.45709]",DEHHM,Hamburger Energiewerke
5vUFyAnWDraOIrwWHX0b97blEnQy0a6HCYNhfTccQFg,Hamburg,20146,Hamburg,Moorweidenstraße 22,"[9.989072,53.56392]",DEHHM,Hamburger Energiewerke
5wsVZGGhumAkcKBq9gTtnJXd4RwFg2vH0wYQ6Ov2u0A,Hamburg,20249,Hamburg,Kellinghusenstraße 10,"[9.992296,53.590674]",DEHHM,Hamburger Energiewerke
6--JZfQWEBJdhGFA3XTiEiMfh2SqBzDmF47fzW8VCMA,Hamburg,22765,Hamburg,Eva-Rühmkorf-Straße 8,"[9.938417,53.561644]",DEHHM,Hamburger Energiewerke
63rEiA5tRhbODdTOd2xNzgxW9j34d51jRNuE4Uq8feI,Hamburg,22769,Hamburg,Eimsbütteler Straße 14,"[9.957368,53.564957]",DEHHM,Hamburger Energiewerke
66FJGV_I4eEQcz12TX8zx-onlBDyMnFq8QwJfdhimQE,Hamburg,20249,Hamburg,Eppendorfer Baum 43,"[9.98172,53.58472]",DEHHM,Hamburger Energiewerke
67Ru8Nq1jU7Vlhx1tCywZZZ53e_BgJmJtZnTbJhphoA,Hamburg,20539,Hamburg,Katenweide 1,"[10.01893,53.52306]",DEHHM,Hamburger Energiewerke
6ISn6KM5KXFxJq93DpSTVFs0eu7__Tcii5pEESB1Lhc,Hamburg,20357,Hamburg,Lagerstraße 2,"[9.97345,53.56082]",DE455,Hamburg Messe und Congress GmbH
6JgJIbV57wtgp88WKmMLIEGI2D160WjFYxjllHpF-4k,Hamburg,21129,Hamburg,Kurt-Eckelmann- Straße (TS_PARKPLATZ_HWS-Wand) 1,"[9.922174,53.52259]",DEMDS,Mennekes
6KJQ0XwICC-4Sa2u9gaeMmkVZRJ8tI4Pjnfl9Bdw2wg,Hamburg,20259,Hamburg,Hohe Weide 30,"[9.96741,53.57204]",DEEZE,eze.network GmbH
6OTqvDkIxgTHvo9R0EWgVF8PWB5FfFUjcr8ZmrLVtio,Hamburg,20097,Hamburg,Norderstraße 101,"[10.0137,53.550368]",DEWLN,Wirelane
6S0PqhR45kF78UUH9-hgI2z0XcYj65Vs3RvGFcXiYVM,Hamburg Öjendorf,22117,Hamburg,Glinder Straße 1,"[10.148312,53.544572]",DEAMP,amperio GmbH
6WJqx7Xc5FcnzaydAz-anWdirPgcXPbh7wkxqACT-jQ,Hamburg,21037,Hamburg,Zollenspieker Hauptdeich,"[10.183125,53.398889]",DEHHM,Hamburger Energiewerke
6kNRdo_bVKxPxO6el9A877JZL_gsyZnNFO-uYJqRdAw,Hamburg,22589,Hamburg,Espenreihe 15,"[9.81744,53.57588]",DEWLN,Wirelane
6vs5Rcn53uAUY2-h-jTgqN88w4u2KRIXLXmQn1zNXVc,Hamburg,22043,Hamburg,49 Jüthornstraße,"[10.07544,53.56687]",DETNM,Shell Recharge
6yVek7XsxUF387yflgAnluPFunWBueIyjjoBxe3qSv0,Hamburg,20255,Hamburg,Lutterothstraße 19,"[9.954871,53.57992]",DEHHM,Hamburger Energiewerke
6zcmclSgNkWlU5uMO6H97xDz2aemFYmLUGjDl-H2tyo,Hamburg,22459,Hamburg,Sellhopsweg 2,"[9.92887,53.6293]",DEHHM,Hamburger Energiewerke
72MTXW030umVqQtEAMjphhG0G8wagQ0KsjD41LLxQmA,Hamburg,21129,Hamburg,Kurt-Eckelmann-Straße (TS_Parkplatz_VCH_3) 1,"[9.920964,53.521006]",DEMDS,Mennekes
79C6mkoMx8LQ_xOk7AdNXT1xS8Aj03NIe5rxjmVaSlI,Hamburg,22523,Hamburg,Ekenknick 3,"[9.903048,53.607804]",DEHHM,Hamburger Energiewerke
79o4IOCPZD8--za07YakgMwdv7YY55QeF8kuyMI4slc,Escheburg,21039,Hamburg,Alte Landstraße 149,"[10.31483,53.46268]",DE722,e-werk Sachsenwald GmbH
7DO8FWWUxSShUnTc_sPlieFDRv2iYIM6bkKqFEHZBEA,Hamburg,22047,Hamburg,115 Friedrich-Ebert-Damm 219-1930,"[10.093733,53.589181]",DECPI,ChargePoint Germany GmbH
7G1Apl5vNg6pt8EWaRDYy3e3wDBqQqwfBq96dTsgLHw,Hamburg,20251,Hamburg,Frickestraße 32,"[9.978164,53.593866]",DEHHM,Hamburger Energiewerke
7Ifbh_h1B9dBOJGwzOd8AebTtK6KvnCy3sHIxFYgcL4,Hamburg,21107,Hamburg,Kurdamm 19,"[9.99409,53.49611]",DEHHM,Hamburger Energiewerke
7LjXKw1jYI0O0Xg1jM6eAHpDhzw1ZlL2on-YL2GXFw4,Hamburg,22765,Hamburg,Am Felde 28,"[9.932763,53.549376]",DEHHM,Hamburger Energiewerke
7R3pzX94rYp2lIdHagvEsBcBo0bO9nO-Lsi3MPTOdXA,Hamburg,22297,Hamburg,Sengelmannstraße 67,"[10.018829,53.614261]",DEHHM,Hamburger Energiewerke
7R3slRGgnRz0P955SYsxa_aqJdil25liWY9bvyovncU,Hamburg,20359,Hamburg,Beim Grünen Jäger 8,"[9.963156,53.557156]",DEHHM,Hamburger Energiewerke
7UmzM_Np3IQAUzhxwxPgAfUEh5NX0fmRME1tMwWufuI,Hamburg,20253,Hamburg,Mansteinstraße 47,"[9.9644,53.57913]",DEEZE,eze.network GmbH
7Y9rIBNK9XLNrTsl-OXc5QPabR1_07ZTM4OJmY9UNDc,Hamburg,21107,Hamburg,Neuhöfer Straße 23,"[9.985373,53.510512]",DEHHM,Hamburger Energiewerke
7hbCCXZWwXP5BjJw5S0KISELzC16iUvgw_XaAi37SeY,Hamburg,21029,Hamburg,Curslacker Neuer Deich 72,"[10.204604,53.476977]",DEGCE,Volkswagen
7swEFhPAGITsQbSTe9DRok5bhKjl5IQBF8l1SM2ITjk,Hamburg,20539,Hamburg,Großmannstraße 195,"[10.064796,53.536485]",DEBPE,Aral Pulse
7uUiiUWYepRn47iR5-S0xZ7RLPPgDV9ze2RsZypdNKI,Hamburg,22767,Hamburg,Behnstraße 8,"[9.942411,53.546656]",DEHHM,Hamburger Energiewerke
7yjECpi61ivpaORDhEZhvrMGEiMgf_SGc5fuouuDO9o,Hamburg,22605,Hamburg,Falckweg 4,"[9.88678,53.55798]",DEHHM,Hamburger Energiewerke
87kEBt4s92WRzd1Go-dhdRnAdXwPXXHT726_dJMKA-U,Hamburg,20251,Hamburg,Tarpenbekstraße 47,"[9.983795,53.593928]",DEHHM,Hamburger Energiewerke
883e2F-BTlgIqHjseiXk1jZzhnxnF00b40M4hv2Yuno,Hamburg,20253,Hamburg,Gärtnerstraße 86,"[9.964036,53.580161]",DEHHM,Hamburger Energiewerke
887TP9WinwI03jl8a_wUk4OqpHZG0ymUjsVupbianU8,Hamburg,22529,Hamburg,Stresemannallee 68,"[9.956458,53.587024]",DEHHM,Hamburger Energiewerke
88gcfB1FqJy2J2t9I5-OvMPLR9BNLU70xO8V5F4MUjo,Hamburg,20099,Hamburg,Zimmerpforte 2,"[10.012032,53.555667]",DEHHM,Hamburger Energiewerke
88ltpX0xM8blYYdLqnKZ3MN2ATFrmXXTpJgeqsR1_Ew,Hamburg,22177,Hamburg,Fabriciusstraße 38,"[10.059787,53.596225]",DEHHM,Hamburger Energiewerke
88m-zRWRE3EVP1Ti0B-14nXHSD8YuvsTJfIjC4-lHG8,Hamburg,21031,Hamburg,Reinbeker Redder 283,"[10.21162,53.51342]",DEHHM,Hamburger Energiewerke
8Ftu-rqvVenQ4eTLTh9TGYF-CtTZZ_pxXOYAedx77jc,Hamburg,22303,Hamburg,Riststraße 3,"[10.009875,53.590352]",DEHHM,Hamburger Energiewerke
8GFUQz0ovkzgcSRlE0dBL9dJJ1MRKQS0uWNT32OqdTU,Hamburg,20359,Hamburg,Neuer Kamp 25,"[9.96694,53.55762]",DEEZE,eze.network GmbH
8Nx0k5OF2OCjfJKY-0mznzwxddQdfhb-c_V8XurHs8g,Hamburg,22391,Hamburg,30 Heegbarg,"[10.09381,53.65457]",DETNM,Shell Recharge
8UVbi2IKH-IZwpIIi2fuzteeCtpIgt4bmkEO2rJ2T5I,Hamburg,20457,Hamburg,Am Kaiserkai 4-6,"[9.9924,53.54168]",DEEZE,eze.network GmbH
8_SEUCKhmg5R3hy6VoLRJiKpy2-4zXqim4vxjauRNBo,Hamburg,20253,Hamburg,Quickbornstraße 24,"[9.960023,53.580434]",ATHTB,Chargepoint
8c93Glr83y8i6AWKkCrVcoukEaRK5TuJDOBUkRaVDGU,Hamburg-Eidelstedt,22525,Hamburg,Kieler Str. 595 a,"[9.915071,53.600974]",DELDL,Lidl
8ezIM8i5ZKK369YThvZ4ygGpFvkC2pO1XunnktB7aSk,Hamburg,20539,Hamburg,Harburger Chaussee 17,"[10.013471,53.520476]",DEHHM,Hamburger Energiewerke
8hKBegnj_ry7dahBXKB0-cmQeURQVSrsSyVOJsdwBwA,Hamburg,21029,Hamburg,Hassestraße 1,"[10.21648,53.48571]",DEEZE,eze.network GmbH
8og5uRisTq2kKLiLxO9SB2CPOyxYf30g86IZLURRL48,Hamburg,22335,Hamburg,LH Basis G311,"[9.98718,53.62085]",DEVAT,Vattenfall
8t38wd0-zi1hKr6Mwh7U0fjtcSSJZVYuyLHYANEb-o8,Hamburg,20457,Hamburg,Indiastraße 1,"[9.99483,53.52796]",DEHHM,Hamburger Energiewerke
8uACqpRNd4W3UWphbHCehv1c77gptq9efdlzQQgUmwI,Hamburg,22763,Hamburg,Neumühlen 3,"[9.925936,53.544729]",DEHHM,Hamburger Energiewerke
8uJXLMWaVg770U9jm17f5pipfj0KUBYnX2Bjmav0LDM,Hamburg,21107,Hamburg,Georg-Wilhelm-Straße 329,"[9.991774,53.48201]",DEJEG,Jolt Energy
8w2Exta98mbhyyDpdbhSI_qITeWRD41ngvs7-nYQrEw,Hamburg,22115,Hamburg,Max-Pechstein-Straße 4,"[10.14709,53.53133]",DEHHM,Hamburger Energiewerke
9-b1Q0fPM8Z345I0mI52omzGDjHUzn2k_2q57Q2eMJE,Hamburg,21077,Hamburg,An der A7,"[9.963125,53.424056]",DEEDR,E.ON Drive
919LXo9E0v6vYIwkrPMNJDY1BuGvDV5NQK8h3N0lv6U,Hamburg,21079,Hamburg,Am Schilfpark 25,"[10.20531,53.47765]",DELA1,LAN1 Hotspots GmbH
91freeDr4xAb2tbIFn_wHjW-LWSRLf_7iSc7PNcFYw0,Hamburg,20537,Hamburg,Wendenstraße 478,"[10.056628,53.549526]",DEHHM,Hamburger Energiewerke
9DTqf5FmFSfZ_a-q-jaY2xeFT0OlgqBeohvwHWOMEC8,Hamburg,22527,Hamburg,Julius-Vosseler-Str.40,"[9.944519,53.593853]",DEALL,Allego
9G0IeyOrfgEQ8_-MwxkSL54P82GY7syJ0LEAW78ZXyY,Hamburg,22399,Hamburg,Am Bronzehügel 56,"[10.06442,53.67132]",DEQRM,Qwello
9P-B93osNV3hEegxKEguxnM48vowm6NhhZySy3F5I4M,Hamburg,22549,Hamburg,Am Landpflegeheim 7,"[9.858416,53.572916]",DEWLN,Wirelane
9Py8XxjtSfhXjlZz32mbMWEqn6Xc4Xsvym4tZPUbrb0,Hamburg,20255,Hamburg,Heußweg 66,"[9.953164,53.577755]",DEHHM,Hamburger Energiewerke
9SJ7ps6TZJ34uAVvnnLuq7Viz0ns1tUg4EKWpCQQUG4,Hamburg,22143,Hamburg,Mecklenburger Straße 11,"[10.156432,53.603708]",DEHHE,Hamburger Energiewerke GmbH
9TZtq8kOHBsTGUUanFBwZyFeu9Waz9l1nOAQbvAbOiU,Hamburg,20539,Hamburg,Vierländer Damm 71A,"[10.05389,53.53225]",DEHHM,Hamburger Energiewerke
9TkBYXXFXr_JfGof_eJu2tYRahOz8yKXS0EoLzu74jg,Hamburg,21029,Hamburg,Curslacker Neuer Deich 16-20,"[10.207571,53.48247]",DEEBW,EnBW
9U5M9m5zpwl1hhkBe4S9B-K6TfYvgmAs2pHoY6T0E_Q,Hamburg,20535,Hamburg,Klaus-Groth-Straße 58,"[10.031829,53.55544]",DEHHM,Hamburger Energiewerke
9YyEWkzgswq1FfUk8ADDdMX0EMn4QpDQoH9KjfBeR_w,Hamburg,22767,Hamburg,Königstraße 4,"[9.953903,53.549765]",DEHHM,Hamburger Energiewerke
9dgVVxsY5xV5HQPI0eSyId4MgE76V3MU-ARv9i74yBQ,Hamburg,20249,Hamburg,Schrammsweg 4,"[9.98817,53.59085]",DEEZE,eze.network GmbH
9eomrUJQZGqQZO3pz2W1-bE3jMaosviDlmSPzniYvUk,Hamburg,22529,Hamburg,Grandweg 104,"[9.964833,53.589173]",DEHHM,Hamburger Energiewerke
9fU2szpT0sSHnNP-BG9d9mPvhsUtx3aC_tICaGsb9jE,Hamburg,22607,Hamburg,Osdorfer Landstraße 8,"[9.876947,53.570414]",DELDL,Lidl
9iEUdd_yJlNjeF1zQ1oB7Mw8BB8AAai-WJH78uJO7wg,Hamburg,21077,Hamburg,Handweg 45,"[9.958555,53.438638]",DEWLN,Wirelane
9ikTYCHBKzXAG9DMkvArVEKCVLtAgLE-kwZJW3w5NNQ,Hamburg,20537,Hamburg,Eiffestraße 498,"[10.05038,53.55189]",DEEZE,eze.network GmbH
9k0c0u891FjU1ALFH6UNc61grCG_-nYwVK97F8bKi4c,Hamburg,21029,Hamburg,Holtenklinker Straße 137,"[10.23287,53.47933]",DEHHM,Hamburger Energiewerke
9l_D0FOn5QDliHCw41fDKFbJ5QYBTq07h0lq_CFSAZQ,Hamburg,22297,Hamburg,Überseering 2,"[10.0265,53.60096]",DECCH,Comfortcharge
9mzWDQqtZRzIbFBHgpBGviVraLrAxPUGiGxu9ruFIcw,Hamburg,22587,Hamburg,Oesterleystraße 2,"[9.81062,53.56069]",DEHHM,Hamburger Energiewerke
9o0b4mYkAztSSGGPh1jQqyh8rx0PfMKwRrtzTAMC21Q,Hamburg,22335,Hamburg,Alsterkrugchaußee 455-459,"[10.01041,53.622912]",DEWLN,Wirelane
9ti_H_WSDMqOkBc9zJqork3C1dZmWdy6EhQ-T5p4RLA,Hamburg,20354,Hamburg,Büschstraße 12,"[9.989969,53.556103]",DEHHM,Hamburger Energiewerke
9yXJHNviUa_e25dyUXdx1zg17coZucVmbuNxLzT0c-k,Hamburg,20537,Hamburg,196 Wendenstraße,"[10.035873,53.548869]",DECPI,ChargePoint Germany GmbH
A7b0d5JD-cjBsDaoXaSznk-nmA7uc060hHDm1hDjuFs,Hamburg,22085,Hamburg,Averhoffstraße 3,"[10.020679,53.570861]",DEHHM,Hamburger Energiewerke
A9AYXBWIaFyhJnLk8GxqQei_vefup9WCdNmL1YOYy3Y,Hamburg,22767,Hamburg,Schillerstraße  44,"[9.93829,53.550563]",DEHHM,Hamburger Energiewerke
ACKCiIPwGElszeP6x9_J-VOm1R7m5Hh3ryQf5MBAvUQ,Hamburg,22767,Hamburg,Gilbertstraße 65,"[9.955689,53.554935]",DEHHM,Hamburger Energiewerke
ADsCIHp4Qt2RuS_GJCkathwuVobDtcur8GBpLURVhho,Hamburg,22769,Hamburg,Langenfelder Str. 122,"[9.945275,53.568705]",DECCH,Comfortcharge
AEgEJdg61UERafnucYZ1Igx9gJBmbqx4PSdw-K2N7iQ,Hamburg,22767,Hamburg,Große Bergstraße 262,"[9.93864,53.5521]",DESNH,Stromnetz Hamburg GmbH
AFJBQSgddDLAWDvT9jpSa8sPPOIncH038KDjbQD4_8s,Hamburg,22297,Hamburg,Alsterdorfer Straße 261,"[10.006324,53.607664]",DEHHM,Hamburger Energiewerke
AFMcmK_SN5euouM2AsKGHmST14x2H-EWHz9tErLD0QY,Hamburg,22765,Hamburg,Hohenesch 50,"[9.930795,53.554339]",DEHHM,Hamburger Energiewerke
AKER-6IKJ69krGHOiLvym_YmsY9z0ZOU1Jv8ApO3vBI,Hamburg,20149,Hamburg,Jungfrauenthal 7,"[9.987342,53.581354]",DEHHM,Hamburger Energiewerke
AKTp5mkyrYp8LrN-DQvyRUgteYlydYOAgCNVN3TMQBM,Hamburg,22763,Hamburg,Grünebergstraße 74,"[9.91431,53.55702]",DEEZE,eze.network GmbH
ANdBDfU35-WMJw6f4sLASf9BAuJETPE-JsKmiVv27g4,Hamburg,21029,Hamburg,Schulenbrooksweg 1,"[10.218109,53.486941]",DEHHM,Hamburger Energiewerke
AOGhzCZxfAshedP4ZYXUxPLM7wD6Vz5Zo9QdbgW84Vs,Hamburg,21077,Hamburg,Maldfeldstraße 2a,"[9.934694,53.430464]",DECIW,Citywatt
AQCNUDqG9Y6HzXi7mGkCXqHlFOe1TzuKxhfYnksfUE4,Hamburg,20249,Hamburg,Eppendorfer Landstraße 43,"[9.985709,53.588324]",DEHHM,Hamburger Energiewerke
AS01oy3sYdVUFWBP1yEwzHnUXb2I7brDOXUOnLtjaTY,Hamburg,22159,Hamburg,An der Walddörferbahn 1,"[10.116302,53.604259]",DEALL,Allego
ASFOtKjiE-7uYGI4kWLJ0TRQ2GAMo6ta28dK8kw4-pY,Hamburg,22527,Hamburg,Kieler Straße 702,"[9.90578,53.607858]",DEHHM,Hamburger Energiewerke
AW8M_jC0HjnUU2U6nba3S7gh2cnrAuaOtjfKrTuKJpo,Hamburg,22303,Hamburg,Gertigstraße 64,"[10.018118,53.582815]",DEHHM,Hamburger Energiewerke
AWiGGZH_6onZWg0bQpRT3BMuyJG9G2OSjhuyZB6WubY,Hamburg,22529,Hamburg,Gert-Marcus-Straße 17A,"[9.978292,53.602907]",DEHHM,Hamburger Energiewerke
AXpmE0dt2Mkz8M1Xm-F3N-tQJ2AKnWfiyx4YAy-RAW4,Hamburg,20359,Hamburg,Glacischaussee 2,"[9.970683,53.551375]",DEHHM,Hamburger Energiewerke
AZjBMBDpAw_Fr7Vb9ncv6bwkwDvivCk382JavvVTOQI,Hamburg,21129,Hamburg,Finksweg 19,"[9.876108,53.534243]",DEHHM,Hamburger Energiewerke
Ad5tXnXkce6E6GLu3C2-6vJZCBwO4urPNcVewvjU1YI,Hamburg,22087,Hamburg,Mundsburger Damm 30,"[10.02217,53.56705]",DEQRM,Qwello
Ailr9CVXfpe9LDufzxyGfaA4sYoW-BXXK5LxC9DWHB0,Hamburg,21029,Hamburg,Frascatiplatz 1,"[10.21139,53.48352]",DEHHM,Hamburger Energiewerke
Aj_DJPU3-6FwNZOQpz3zpgt-MCULMBFYN5N62zt4HW8,Hamburg,22045,Hamburg,Stein-Hardenberg-Straße 85,"[10.12484,53.588192]",DEHHM,Hamburger Energiewerke
AlnzF2vo6I7NY6GnUo7fgMggo03Om6hdFJTEcJNjknE,Hamburg,20253,Hamburg,Gärtnerstraße 121,"[9.962767,53.578358]",DEHHM,Hamburger Energiewerke
ApQSTX11SH3e94FuNFDtlMrcTdHRrDC9O70hGRjenl0,Hamburg,21037,Hamburg,Auf Dem Sülzbrack 66,"[10.177963,53.407237]",DEHHM,Hamburger Energiewerke
AqOxfeQZqUif0AXRAXek-g_toOTrmehX02PoTB_iGGo,Hamburg,20537,Hamburg,Eiffestraße 450,"[10.04719,53.5522]",DEVAT,Vattenfall
B-PYYm4KUDxJUUSpBSPxW8YiExcEsMN1Nxcm2rh9eew,Hamburg,20355,Hamburg,Johannes-Brahms-Platz,"[9.97955,53.55499]",DEEZE,eze.network GmbH
B-vsEDCIRf4VgrlhGn8W0lnUgCjlH80zgGDbh3G1ols,Hamburg,21109,Hamburg,Neuenfelder Straße 19,"[10.002124,53.49792]",DEHHM,Hamburger Energiewerke
B4yWKkgnY2BB3-aVedvm0AVIu2fXiSbWjG05hE1XHO4,Hamburg,21129,Hamburg,Kurt-Eckelmann-Straße (EGH_MA-Parkplatz) 1,"[9.92515,53.52276]",DEMDS,Mennekes
B8Ya7qUvFEm3fsir56B0C1vmA_feRuI9GXr6uCpTJgg,Hamburg,20259,Hamburg,Osterstraße 44,"[9.95784,53.57492]",DEEZE,eze.network GmbH
BBsIp8xoQq4kWgt2VBEt-Hf8ep3ponObkKwZB3nhmcI,Hamburg,20255,Hamburg,Osterstraße 160,"[9.947173,53.578299]",DEHHM,Hamburger Energiewerke
BFAONBEjvUIflTZPOvZ3WhiZcmD2mg6rf2zNpMNCRKs,Hamburg,20099,Hamburg,Kirchenallee 56,"[10.00818,53.55295]",DESNH,Stromnetz Hamburg GmbH
BFYulQ5-KMMLcd-Ujh892UkLNn9d65OvpT3HyEldBTo,Hamburg,22335,Hamburg,Erdkampsweg 46,"[10.02288,53.62966]",DEEZE,eze.network GmbH
BHCVev2cRKiDCH6sxL656PmOEPnVkGui7oERY_Lwl-k,Hamburg,22609,Hamburg,Ohnhorststraße 18,"[9.863456,53.558745]",DEHHM,Hamburger Energiewerke
BK2e2DHYjsz3Z9GoCyH7SgYaLKtAwPSsbR3Rl-VUbC4,Hamburg,22301,Hamburg,Sierichstraße 14,"[10.0092,53.57899]",DEEZE,eze.network GmbH
BLCeYPin0M_elGu4KURGOpB3MQL9jgtFrKkWBlsFOdA,Hamburg,22767,Hamburg,Jessenstraße 19,"[9.94351,53.55036]",DEEZE,eze.network GmbH
BLYTi4idpjya5YraQ20Ifpx_TIVYTd9jIO3NDuoVbNg,Hamburg,20149,Hamburg,Hallerstraße 85,"[9.99007,53.57282]",DEHHM,Hamburger Energiewerke
BNSDefg67VNY8sy68kQvwpuJDqhhqzRBWvJZWCLie7c,Hamburg,20249,Hamburg,Heilwigstraße 122,"[9.99574,53.58814]",DEEZE,eze.network GmbH
BNn15jWoJGcAGVabXa3WCbOORTM7ztpSkp3Wq9U03cY,Hamburg,20357,Hamburg,Schulterblatt 112,"[9.959809,53.56435]",DEHHM,Hamburger Energiewerke
BO9gNkoNAUayFOYZKQvNhCj8SmcVOjZDU-QUuFjJMrg,Hamburg,21035,Hamburg,13 Randersweide,"[10.197679,53.476901]",DECPI,ChargePoint Germany GmbH
BOP5pxKIp1OujbTfmCLxaZABzpcYeck1oWX6c8hV9wE,Hamburg,20354,Hamburg,Fehlandtstraße 3,"[9.991518,53.556938]",DEHHM,Hamburger Energiewerke
BPdVVaR5kRuy0w4PauZ2eQ26HI_6It0C8QEN3wh0UQU,Hamburg,22043,Hamburg,Husarenhof 1,"[10.0756,53.564155]",DEHHM,Hamburger Energiewerke
BS21H4yXnyEo1CzSy-vlA8HKgcoHhqc5nqGsGkgCLnI,Hamburg,22769,Hamburg,Juliusstraße 2,"[9.959802,53.560465]",DEHHM,Hamburger Energiewerke
B_BZ2kRwOwXxhiil3S7j0dT2x0DdHrToRL1HMGAmyKE,Hamburg,20459,Hamburg,Herrengraben 74,"[9.983163,53.548142]",DEHHM,Hamburger Energiewerke
BgQWmxVLlkKWeQrnFTnUm8Aqo1nh4BKqHir3b6dvr1c,Hamburg,20354,Hamburg,Große Bleichen 35,"[9.9868,53.5519]",DEAPC,E.ON Drive
BhHMU99pBKnMqW2AGhIMWuGSAElha06lye9-WadGj58,Hamburg,20097,Hamburg,Högerdamm 28,"[10.01361,53.54564]",DEWLN,Wirelane
BkApxePZBKxxLEHR4jE8Omfd23fKkL5eSY0bg5jM878,Hamburg,22765,Hamburg,Bahrenfelder Str. 250,"[9.92928,53.55735]",DECCH,Comfortcharge
BnjlaTdKk2DLcMALGSctE56j75w9VUT9VSFU15z3t1s,Hamburg,22305,Hamburg,Wachtelstraße 24,"[10.052157,53.588236]",DEHHM,Hamburger Energiewerke
Bu_t2tEC4E7TFA4FqaLHktY_P7MXKARiwyqrvAraPLQ,Hamburg,22549,Hamburg,Bornheide 10,"[9.854263,53.584031]",DEHHM,Hamburger Energiewerke
C53DPpiEX0hV61Q2pbFSdOzMdH0lldOO3K0EAyNv3UI,Hamburg,22303,Hamburg,Peter-Marquard-Straße 13,"[10.013078,53.583348]",DEHHM,Hamburger Energiewerke
C68Pu1FpBl-NInv19fqZf1oVVM7r7y41i7cqeiz37pE,Hamburg,22043,Hamburg,Holstenhofweg 85,"[10.10619,53.56851]",DEHHM,Hamburger Energiewerke
C6fQfBbX5_aSvtq2daVjVNOJaMiokaXl5DUy2unvAgg,Hamburg,21079,Hamburg,Hörstener Str.  45-47,"[9.997161,53.452783]",DEMVV,MVV Energie AG
CCt3WBYeWPvUp49NYzhP3NUes9v-iudtLOEKPvJq7vY,Hamburg,22417,Hamburg,Anita-Sellenschloh-Ring 20,"[10.03245,53.67211]",DEHHM,Hamburger Energiewerke
CEGC_nOl2LqbnwCZH2nhUtyv7_ruH7fZnmyX3zLzAME,Hamburg,22045,Hamburg,Kreuzburger Straße 6,"[10.129037,53.578642]",DEHHM,Hamburger Energiewerke
CROv-IBI-3U4le9J0516asQi1sUDSI6j6vpZHMlEIpo,Hamburg,20097,Hamburg,Gotenstraße 21,"[10.025743,53.549671]",DEHHM,Hamburger Energiewerke
CSN_Vhd2UQ9oywBVg3PtZZXTurhAREjG9ppCK4jqkcg,Hamburg,22547,Hamburg,Luruper Hauptstr. 97,"[9.875287,53.58787]",DE2GO,EWEGo
CUyrsXxdG13U7TXUT1iUrIX7OBA97Xs44huPK_00gZQ,Hamburg,22609,Hamburg,Nienstedtener Marktplatz 20,"[9.844532,53.552735]",DEHHM,Hamburger Energiewerke
